price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,zipcode,lat,long,sqft_living15,sqft_lot15,sale_age,age,renovated,basement,viewed
280000.0,4,2.5,1934,5677,2.0,0,3,8,1934,98001,47.2602,-122.252,1919,5049,1,1,0,0,0
676000.0,4,2.5,2800,5368,2.0,0,3,8,2800,98074,47.6076,-122.053,2790,5368,11,11,0,0,0
252000.0,4,1.75,1120,8250,1.0,0,4,7,1120,98058,47.4555,-122.177,1330,7975,48,48,0,0,0
242000.0,3,1.75,1500,7560,1.0,0,3,7,1500,98003,47.3467,-122.296,1500,7560,36,36,0,0,0
300000.0,3,1.75,1310,9761,1.0,0,3,7,1310,98034,47.721,-122.228,1490,9600,47,47,0,0,0
209950.0,2,1.0,1050,6250,1.0,0,4,6,840,98168,47.5024,-122.333,1310,12500,72,72,0,1,0
1200000.0,4,3.5,4170,9748,2.0,0,3,11,4170,98059,47.528,-122.132,4560,10589,10,10,0,0,0
861990.0,5,2.75,3595,5639,2.0,0,3,9,3595,98053,47.6848,-122.016,3625,5639,0,0,0,0,0
835000.0,3,2.25,2520,6690,2.0,0,5,8,1700,98126,47.5705,-122.381,1990,5792,24,70,1,1,1
499950.0,3,1.0,1440,5580,1.5,0,3,7,1440,98115,47.6898,-122.326,2010,5580,106,106,0,0,0
538000.0,4,2.5,3260,10032,1.0,0,3,8,1960,98125,47.7203,-122.323,1802,7249,36,36,0,1,0
2920000.0,4,4.75,4575,24085,2.5,0,5,10,3905,98112,47.6263,-122.284,3900,9687,88,88,0,1,1
429950.0,4,1.0,1760,7216,1.0,0,3,7,1090,98133,47.7041,-122.355,1180,3844,67,67,0,1,0
615000.0,4,1.5,2650,34000,2.0,0,4,7,2650,98028,47.7516,-122.237,1960,34000,85,85,0,0,0
530000.0,5,2.25,2720,8800,1.0,0,4,7,1500,98008,47.5976,-122.118,2110,8800,57,57,0,1,0
544800.0,5,2.75,3190,5857,2.0,0,3,9,3190,98058,47.4575,-122.119,3100,5857,11,11,0,0,0
657500.0,3,1.75,980,6002,1.0,0,4,6,980,98033,47.6643,-122.203,1150,6054,72,72,0,0,0
166000.0,1,1.0,1120,17332,1.0,0,3,7,1120,98001,47.2972,-122.267,1280,17334,26,26,0,0,0
535000.0,4,2.5,2360,15008,1.0,0,3,9,1920,98028,47.7363,-122.254,2680,15344,28,28,0,1,0
500000.0,4,2.0,1680,3813,2.0,0,4,7,1680,98144,47.593,-122.293,2540,3996,114,114,0,0,0
400000.0,3,2.5,1910,4408,3.0,0,3,8,1910,98133,47.7634,-122.35,1910,8154,8,8,0,0,0
350000.0,3,1.0,1130,8201,1.0,0,5,6,1130,98155,47.7359,-122.306,1180,8203,66,66,0,0,0
465000.0,3,1.75,1720,5280,1.0,0,4,8,900,98199,47.6493,-122.401,1600,6000,71,71,0,1,0
665000.0,3,1.0,1260,24550,1.5,0,4,7,1260,98136,47.5442,-122.396,2500,12320,77,77,0,0,1
587000.0,3,2.5,2150,5193,2.0,0,3,8,2150,98033,47.6952,-122.187,2150,7172,19,19,0,0,0
397990.0,3,1.0,1180,11862,1.0,0,4,7,1180,98177,47.7153,-122.363,1540,8100,66,66,0,0,0
295000.0,2,1.75,1050,6500,1.5,0,4,6,1050,98055,47.4727,-122.2,1320,10075,89,89,0,0,1
273500.0,4,1.0,1360,6000,1.0,0,4,6,1020,98168,47.4783,-122.285,1230,6000,70,70,0,1,0
489990.0,5,2.25,2440,20828,1.5,0,4,8,2440,98042,47.3762,-122.158,2670,14472,39,39,0,0,0
278500.0,3,2.0,1570,5250,1.0,0,3,7,1570,98092,47.3163,-122.188,1570,5250,17,17,0,0,0
340000.0,2,1.0,860,7102,1.0,0,3,6,860,98177,47.7042,-122.369,1450,7102,67,67,0,0,0
210490.0,3,1.0,990,8528,1.0,0,3,6,990,98023,47.3066,-122.371,1228,8840,49,49,0,0,0
436952.0,4,2.5,2708,4772,2.0,0,3,9,2708,98092,47.3413,-122.178,2502,4900,0,0,0,0,0
267500.0,2,1.0,1747,12250,2.5,0,4,6,1747,98001,47.3282,-122.285,1620,10300,66,66,0,0,0
713400.0,3,2.25,1810,9845,1.0,0,4,8,1810,98040,47.5505,-122.221,1900,10083,23,55,1,0,0
669500.0,4,2.25,2500,4046,1.5,0,4,7,1520,98117,47.6882,-122.382,1410,4046,74,74,0,1,0
240000.0,3,1.0,1310,7125,1.0,0,4,7,1310,98042,47.3739,-122.148,1650,7290,37,37,0,0,0
680000.0,4,2.75,2500,4950,2.0,0,3,8,2500,98053,47.6964,-122.017,2500,4950,4,4,0,0,0
325250.0,4,2.75,2130,9339,1.0,0,3,7,1330,98198,47.3788,-122.316,2090,7628,23,23,0,1,0
305000.0,4,1.75,2200,8100,1.5,0,5,6,1400,98168,47.4945,-122.303,1520,8100,72,72,0,1,0
209000.0,3,1.75,1250,8084,1.0,0,4,7,1250,98001,47.3364,-122.276,1340,7680,47,47,0,0,0
505000.0,2,1.0,1020,5000,1.0,0,4,7,1020,98117,47.6781,-122.363,1480,5000,98,98,0,0,0
799950.0,4,3.5,4220,196817,2.0,0,3,10,4220,98092,47.2642,-122.187,2500,195395,21,21,0,0,0
510000.0,3,1.5,1730,6240,1.0,0,3,8,1000,98136,47.5282,-122.391,1620,6240,61,61,0,1,1
780000.0,3,2.5,2940,15875,2.0,0,3,10,2940,98075,47.5947,-122.016,2980,15875,21,21,0,0,0
808000.0,8,3.75,3460,4600,2.0,0,3,7,2860,98105,47.6617,-122.289,2170,3750,27,27,0,1,0
1538000.0,3,2.25,2880,7599,1.0,0,3,9,1710,98033,47.6938,-122.215,2920,12401,12,56,1,1,1
720000.0,5,2.75,2860,5379,2.0,0,3,9,2860,98052,47.7082,-122.104,2980,6018,9,9,0,0,0
185000.0,3,1.0,1840,8100,1.0,0,4,7,920,98166,47.455,-122.35,1250,8100,61,61,0,1,0
341000.0,3,1.0,940,4200,1.0,0,3,7,940,98103,47.6878,-122.35,1380,4080,60,60,0,0,0
554990.0,3,2.5,2100,6092,2.0,0,3,8,2100,98028,47.7508,-122.239,2250,8592,2,2,0,0,0
441000.0,2,1.5,1190,3400,1.0,0,3,7,990,98115,47.6726,-122.32,1410,3150,95,95,0,1,0
840000.0,3,3.0,3570,6250,2.0,0,3,10,2710,98116,47.5624,-122.399,2550,7596,30,30,0,1,1
515000.0,3,1.75,1900,5000,1.0,0,4,7,950,98106,47.5677,-122.363,1420,5000,90,90,0,1,0
89950.0,1,1.0,570,4080,1.0,0,3,5,570,98146,47.5098,-122.334,890,5100,73,73,0,0,0
340500.0,3,1.75,1810,10463,1.0,0,4,7,1810,98058,47.4581,-122.162,1620,8551,46,46,0,0,0
319900.0,2,1.0,1380,9251,1.0,0,3,7,1380,98028,47.7486,-122.249,1870,12158,75,75,0,0,0
420000.0,5,2.25,3070,64033,1.0,0,3,9,2730,98001,47.3238,-122.292,1560,28260,31,31,0,1,0
242500.0,3,2.25,1770,10000,1.0,0,3,7,1340,98198,47.3814,-122.322,1270,5055,36,36,0,1,0
613500.0,3,2.5,2350,7035,2.0,0,3,8,2350,98029,47.5713,-122.02,2270,7192,26,26,0,0,0
380500.0,3,1.0,1410,7854,1.0,0,4,7,1410,98034,47.7303,-122.192,1460,7500,44,44,0,0,0
685000.0,3,1.75,2720,4720,1.5,0,4,7,1580,98105,47.6691,-122.29,1660,4640,90,90,0,1,0
400000.0,2,1.75,960,6200,1.0,0,4,7,960,98136,47.5551,-122.396,1000,6000,68,68,0,0,0
543000.0,4,2.5,2060,8451,2.0,0,3,8,2060,98133,47.7168,-122.333,2060,9460,19,19,0,0,0
317500.0,6,1.75,2540,8400,1.0,0,3,8,1340,98058,47.4414,-122.129,1900,7695,38,38,0,1,0
690000.0,3,1.75,2070,6000,1.0,0,3,8,1340,98136,47.5226,-122.382,2200,6000,59,59,0,1,1
271950.0,3,1.5,1220,8400,1.0,0,4,7,1220,98006,47.5467,-122.173,2110,9119,53,53,0,0,0
281000.0,3,1.0,1340,21336,1.5,0,4,5,1340,98032,47.4023,-122.273,1340,37703,69,69,0,0,0
844000.0,4,3.5,3350,6350,2.0,0,3,8,2610,98116,47.5602,-122.39,1820,6350,6,6,0,1,1
400000.0,3,1.0,1350,3090,1.5,0,5,6,1350,98103,47.682,-122.348,1350,3090,100,100,0,0,0
524950.0,3,1.75,1890,3825,1.0,0,3,7,1290,98117,47.6831,-122.381,1320,3825,40,40,0,1,0
234500.0,4,2.5,1960,7875,1.0,0,3,7,1220,98001,47.3427,-122.274,2030,7650,36,36,0,1,0
490000.0,2,1.75,1440,6265,1.0,0,3,8,1440,98053,47.7028,-122.013,1810,5209,10,10,0,0,0
2600000.0,3,3.0,3410,16015,2.0,1,4,10,2220,98040,47.5721,-122.239,3760,16572,42,42,0,1,1
471000.0,3,2.5,2010,4059,2.0,0,3,8,2010,98034,47.7317,-122.197,2010,5779,16,16,0,0,0
435000.0,4,2.0,1960,50112,1.0,0,4,7,1050,98058,47.4353,-122.084,2340,44967,52,52,0,1,0
614000.0,4,2.75,2760,8160,1.5,0,4,8,1780,98177,47.7248,-122.365,2720,8160,75,75,0,1,1
444950.0,3,2.5,2020,7800,1.0,0,4,7,1330,98133,47.7368,-122.337,1870,7800,56,56,0,1,0
268500.0,4,1.75,1420,7500,1.0,0,4,7,1080,98031,47.4025,-122.176,1500,7260,33,33,0,1,0
516000.0,4,2.75,2210,10800,1.0,0,4,8,1170,98074,47.6086,-122.059,2210,10800,17,17,0,1,0
229950.0,4,2.5,2150,7670,1.0,0,5,7,1240,98031,47.3942,-122.189,1610,7350,38,38,0,1,0
315000.0,3,2.5,2240,6097,2.0,0,3,8,2240,98038,47.3503,-122.042,2240,5574,12,12,0,0,0
606000.0,4,2.5,2110,13850,2.0,0,3,9,2110,98027,47.5497,-122.077,2520,10194,27,27,0,0,0
189950.0,3,1.0,920,6460,1.0,0,5,6,920,98042,47.3665,-122.082,920,4770,45,45,0,0,0
260000.0,3,1.0,1150,3090,1.0,0,3,6,1150,98118,47.5506,-122.276,1150,5664,105,105,0,0,0
343000.0,2,1.0,1180,9261,1.0,0,4,7,940,98118,47.5492,-122.274,1700,6325,57,57,0,1,0
235000.0,0,0.25,1470,4800,2.0,0,3,7,1470,98065,47.5265,-121.828,1060,7200,18,18,0,0,0
347500.0,4,2.5,1970,7098,2.0,0,3,7,1970,98038,47.3576,-122.058,1970,5361,7,7,0,0,0
310000.0,3,1.75,1490,7150,1.0,0,5,6,1490,98059,47.5015,-122.124,1350,9100,47,47,0,0,0
246500.0,3,2.0,1430,8919,1.0,0,3,7,1430,98022,47.2118,-121.983,1580,8919,22,22,0,0,0
675000.0,4,2.75,2240,8937,1.0,0,4,8,1460,98033,47.6495,-122.194,2360,9038,38,38,0,1,0
417000.0,2,1.0,1190,5100,1.5,0,2,7,1190,98117,47.6773,-122.382,1920,5100,86,86,0,0,0
850000.0,4,2.75,5440,239580,1.0,0,2,9,2720,98001,47.354,-122.293,1970,40392,45,45,0,1,0
453250.0,4,2.5,2260,6300,2.0,0,3,7,2260,98019,47.7235,-121.958,2300,6300,14,14,0,0,0
370000.0,2,1.0,820,6550,1.0,0,3,7,820,98126,47.5478,-122.381,1640,6550,2,65,1,0,0
400000.0,2,1.0,980,2130,1.0,0,4,6,860,98117,47.6769,-122.366,980,2800,96,96,0,1,0
435000.0,5,2.25,1970,15247,1.0,0,3,7,1450,98024,47.5669,-121.905,1300,10800,28,28,0,1,0
1870000.0,5,4.0,4510,15175,2.0,0,3,10,4510,98040,47.5309,-122.228,3510,13500,12,45,1,0,0
340000.0,3,2.0,1150,700,2.0,0,3,7,800,98136,47.5552,-122.381,1060,1910,15,15,0,1,0
345000.0,3,1.0,1340,9339,1.0,0,5,7,1340,98056,47.5407,-122.177,1310,9350,54,54,0,0,0
245000.0,3,1.75,2350,12720,1.0,0,4,7,1180,98030,47.3594,-122.175,1680,10400,51,51,0,1,0
445000.0,3,1.75,1850,16863,1.0,0,4,7,1280,98034,47.7166,-122.225,1790,9000,34,34,0,1,0
775000.0,4,2.5,3220,38448,2.0,0,3,10,3220,98053,47.6854,-122.053,3090,38448,21,21,0,0,0
475000.0,3,2.0,1230,11502,1.0,0,4,7,1230,98052,47.7017,-122.127,1660,11727,30,30,0,0,0
350000.0,3,2.25,1410,1340,2.0,0,3,8,1370,98008,47.6108,-122.113,1730,2748,48,48,0,1,0
186000.0,3,1.75,1460,7967,1.0,0,3,7,1040,98023,47.3199,-122.374,1460,6835,38,38,0,1,0
1170000.0,4,2.5,2570,6251,2.0,0,3,9,2570,98004,47.593,-122.197,2570,9588,14,14,0,0,0
609500.0,3,1.75,1590,1113,3.0,0,3,8,1590,98107,47.6691,-122.402,1520,1357,1,1,0,0,0
260000.0,3,1.75,1670,8511,1.0,0,3,7,1340,98001,47.3257,-122.276,1580,7218,29,29,0,1,0
222000.0,3,1.75,1240,7560,1.0,0,3,8,1070,98003,47.333,-122.3,1650,7560,47,47,0,1,0
372000.0,4,1.75,1890,10550,1.0,0,5,7,1010,98056,47.5147,-122.193,1930,7291,45,45,0,1,0
635000.0,3,2.25,1940,7482,1.0,0,4,7,1240,98004,47.6004,-122.195,2340,9310,50,50,0,1,0
439000.0,3,2.25,1830,13477,1.0,0,4,7,1170,98034,47.7243,-122.21,1960,11344,33,33,0,1,1
430000.0,3,2.5,2360,6699,2.0,0,3,7,2360,98065,47.5317,-121.853,2360,4744,11,11,0,0,0
622500.0,3,2.5,2290,14374,2.0,0,3,8,2290,98075,47.5886,-122.074,2290,33450,2,31,1,0,0
110000.0,2,1.0,600,6120,1.0,0,3,5,600,98168,47.4997,-122.317,1060,6120,72,72,0,0,0
375000.0,3,1.0,1190,9486,1.0,0,4,7,1190,98166,47.4319,-122.339,2100,10400,61,61,0,0,0
251000.0,3,2.0,1200,10212,1.5,0,5,6,1200,98022,47.206,-121.998,1280,10212,66,66,0,0,0
315000.0,3,2.5,1790,6452,2.0,0,3,7,1790,98038,47.3841,-122.042,1610,3600,11,11,0,0,0
290000.0,3,2.25,1650,10336,1.0,0,3,7,1500,98133,47.7757,-122.35,1420,10260,52,52,0,1,0
549000.0,3,2.5,2250,9235,2.0,0,3,8,2250,98052,47.7268,-122.105,2290,8187,29,29,0,0,0
994000.0,3,2.25,2510,6339,1.5,0,5,8,1810,98199,47.6496,-122.391,1820,5741,82,82,0,1,1
575000.0,4,2.75,2730,35075,1.0,0,3,8,1530,98072,47.7726,-122.139,2310,35000,36,36,0,1,0
1051000.0,4,3.75,3860,5474,2.5,0,3,10,3860,98029,47.5396,-121.995,3040,5474,7,7,0,0,0
410000.0,4,2.0,1510,3240,1.0,0,5,7,870,98144,47.5972,-122.296,1420,5160,114,114,0,1,0
1085000.0,3,2.75,3170,34850,1.0,0,5,9,3170,98033,47.6611,-122.169,3920,36740,58,58,0,0,0
420000.0,3,2.5,1770,3993,2.0,0,3,8,1770,98074,47.6027,-122.02,1820,4046,15,15,0,0,0
300000.0,3,1.75,1500,8352,1.0,0,5,6,750,98056,47.4883,-122.191,1500,8447,72,72,0,1,1
655000.0,3,2.0,1410,4800,1.5,0,4,8,1410,98118,47.5597,-122.267,1820,7200,87,87,0,0,0
250000.0,2,1.0,1400,19570,1.5,0,3,6,1100,98168,47.4724,-122.271,2250,6500,86,86,0,1,0
785950.0,4,3.0,2530,4560,1.5,0,3,7,1540,98112,47.6287,-122.3,1640,4560,0,89,1,1,0
375000.0,3,1.0,1960,7955,1.0,0,4,7,1260,98177,47.7641,-122.364,1850,8219,51,51,0,1,0
389000.0,3,1.75,1400,10018,1.0,0,4,7,1400,98027,47.5327,-122.032,1350,9300,52,52,0,0,0
518380.0,4,2.5,2810,4500,2.0,0,3,9,2810,98038,47.3552,-122.023,2980,5046,0,0,0,0,0
382000.0,2,2.0,1350,2560,1.0,0,4,8,1350,98052,47.6338,-122.106,1800,2560,41,41,0,0,0
420000.0,3,2.0,1750,9239,1.0,0,3,8,1410,98133,47.7583,-122.339,1720,7874,26,26,0,1,0
2400000.0,6,4.5,5480,10800,2.0,0,4,9,4430,98119,47.6307,-122.367,2970,7200,15,15,0,1,1
1095000.0,4,4.0,3530,8400,2.0,0,5,8,2630,98199,47.6402,-122.395,2340,8216,56,56,0,1,0
959000.0,3,2.5,3320,11875,1.0,0,5,10,3320,98034,47.7212,-122.26,3730,11875,36,36,0,0,0
1250000.0,4,2.5,3220,15600,1.0,0,5,9,1680,98006,47.5697,-122.182,2990,15600,41,41,0,1,0
457000.0,4,2.5,2200,10800,1.0,0,3,8,1500,98155,47.7711,-122.288,2280,10800,51,51,0,1,0
470000.0,5,2.0,1900,6000,1.5,0,4,6,1900,98033,47.6831,-122.186,2110,8400,95,95,0,0,0
2500000.0,4,3.75,3480,14850,1.0,0,3,9,1870,98004,47.6227,-122.216,4780,18480,2,64,1,1,1
675000.0,4,2.5,2900,5505,2.0,0,3,8,2900,98074,47.6063,-122.02,2970,5251,12,12,0,0,0
502000.0,3,2.0,1300,14350,1.0,0,3,7,1300,98006,47.5736,-122.152,1520,10670,1,59,1,0,0
285000.0,3,1.75,1840,8601,1.0,0,3,7,920,98118,47.5359,-122.276,1390,7452,0,109,1,1,0
326995.0,3,2.5,1860,5321,2.0,0,3,7,1860,98038,47.3848,-122.033,1940,5205,14,14,0,0,0
610360.0,4,2.5,2610,5562,2.0,0,3,9,2610,98056,47.5137,-122.169,2720,7400,1,1,0,0,0
401500.0,4,1.0,1790,8400,1.0,0,4,7,1260,98133,47.7627,-122.353,1470,8400,60,60,0,1,0
2575000.0,5,3.0,4780,20440,1.0,0,4,10,3660,98039,47.6242,-122.239,4660,20440,40,40,0,1,0
682000.0,4,2.5,2390,53941,2.0,0,3,8,2390,98053,47.7066,-122.08,2610,104108,26,26,0,0,0
915000.0,4,2.5,3210,8532,2.0,0,3,10,3210,98007,47.625,-122.144,2950,6753,16,16,0,0,0
380000.0,3,2.25,1600,39848,1.0,0,4,8,1600,98022,47.1991,-122.013,1600,39848,56,56,0,0,1
340000.0,4,2.5,2441,7316,2.0,0,3,8,2441,98023,47.3237,-122.337,2724,7357,7,7,0,0,0
218000.0,3,2.25,1610,7084,1.0,0,4,8,1280,98023,47.3146,-122.384,2170,8505,46,46,0,1,0
226740.0,3,1.5,1410,8800,1.0,0,4,7,1410,98092,47.2927,-122.183,2180,10108,49,49,0,0,0
616950.0,3,3.5,2490,2722,2.0,0,3,8,2020,98005,47.5893,-122.165,2490,2755,15,15,0,1,0
550000.0,4,1.75,2410,8447,2.0,0,4,8,2060,98074,47.6499,-122.088,2520,14789,34,78,1,1,1
470000.0,5,1.5,2180,4268,1.5,0,4,7,1340,98117,47.6848,-122.389,1530,3880,90,90,0,1,0
736000.0,4,2.5,2290,12047,2.0,0,4,9,2290,98006,47.5599,-122.105,3130,15666,26,26,0,0,0
608500.0,4,3.5,2850,5577,2.0,0,3,8,1950,98056,47.5252,-122.192,2850,5708,1,1,0,1,0
550000.0,4,3.0,4180,35169,2.0,0,3,11,4180,98038,47.4,-122.027,3010,35190,16,28,1,0,0
470000.0,3,3.25,1710,2381,2.0,0,3,8,1360,98029,47.5477,-122.004,1420,1163,11,11,0,1,0
299000.0,3,1.0,960,8100,1.0,0,3,7,960,98155,47.7763,-122.305,1080,8100,59,59,0,0,0
630000.0,4,3.75,4610,40202,1.0,0,4,10,2500,98027,47.4599,-122.0,3050,41056,34,34,0,1,0
280000.0,3,2.5,1800,8697,2.0,0,3,8,1800,98023,47.3115,-122.4,1770,8390,27,27,0,0,0
705000.0,3,3.0,1970,20978,2.0,1,4,9,1770,98070,47.3844,-122.438,2280,75396,34,34,0,1,1
548000.0,4,1.75,1690,7794,1.0,0,3,7,1090,98033,47.6888,-122.203,1380,7325,47,47,0,1,0
250000.0,4,1.0,1440,7404,1.0,0,3,6,1080,98126,47.5328,-122.379,1620,7436,96,96,0,1,0
550000.0,3,1.0,1070,3713,1.0,0,4,6,1070,98118,47.5683,-122.285,1290,3960,98,98,0,0,0
423000.0,3,1.75,1100,10005,1.0,0,5,7,1100,98056,47.5374,-122.173,1340,9709,51,51,0,0,0
392500.0,3,1.0,1390,10500,1.5,0,3,6,1390,98024,47.567,-121.893,1350,9800,75,75,0,0,0
1980000.0,4,4.0,4360,12081,2.0,0,3,10,4360,98004,47.6377,-122.219,2180,10800,7,7,0,0,0
424950.0,4,2.5,2760,5564,2.0,0,3,7,2760,98056,47.4814,-122.189,2670,5626,14,14,0,0,0
287500.0,4,2.0,1220,9147,1.0,0,5,7,1220,98146,47.5011,-122.336,1220,8576,62,62,0,0,0
295000.0,3,1.75,1500,15246,1.0,0,3,6,1500,98070,47.4367,-122.463,1500,16988,16,89,1,0,0
220000.0,3,1.5,1070,9331,1.0,0,3,6,1070,98155,47.7633,-122.313,1480,8400,58,58,0,0,0
247500.0,3,0.75,1300,72309,1.0,0,3,6,680,98006,47.567,-122.124,3080,8395,28,65,1,1,0
254000.0,3,2.5,1560,10608,2.0,0,3,7,1560,98042,47.3572,-122.161,1360,10608,20,20,0,0,0
245500.0,2,1.0,790,7500,1.0,0,3,6,790,98011,47.7644,-122.198,1970,8970,64,64,0,0,0
331210.0,4,2.5,2240,4800,2.0,0,3,8,2240,98001,47.2911,-122.266,2240,5040,1,1,0,0,0
469000.0,3,2.25,1440,1362,3.0,0,3,7,1440,98117,47.6908,-122.365,1180,2603,0,0,0,0,0
339900.0,4,1.75,2600,18042,1.0,0,4,8,2020,98092,47.2969,-122.189,2200,9408,46,46,0,1,0
330675.0,4,3.0,1930,3031,1.0,0,3,7,1200,98019,47.7457,-121.985,1930,2611,8,8,0,1,0
290000.0,3,1.5,1950,15954,1.0,0,4,8,1950,98003,47.33600000000001,-122.319,1940,12667,55,55,0,0,0
435000.0,6,3.5,2400,8620,2.0,0,3,8,1640,98034,47.7152,-122.162,1940,7350,27,27,0,1,0
680000.0,4,1.5,1880,6200,1.0,0,5,8,1440,98146,47.5035,-122.384,2070,6500,60,60,0,1,1
201700.0,3,1.0,1010,9576,1.0,0,4,7,1010,98001,47.2956,-122.272,1540,9576,48,48,0,0,0
530000.0,3,2.5,2030,10958,2.0,0,3,8,2030,98052,47.7251,-122.11,1960,10282,31,31,0,0,0
850000.0,5,3.5,4200,5400,2.0,0,3,9,3140,98052,47.7077,-122.12,3300,5564,2,2,0,1,0
285000.0,3,2.5,2090,10834,1.0,0,4,8,1360,98003,47.3537,-122.303,1750,8595,27,27,0,1,0
656000.0,4,1.75,1440,4300,1.5,0,4,8,1290,98117,47.6846,-122.372,1640,5000,85,85,0,1,0
307000.0,3,1.75,1410,16105,1.0,0,3,7,1410,98014,47.6927,-121.913,1550,18615,32,32,0,0,0
988000.0,4,3.0,4040,19700,2.0,0,3,11,4040,98052,47.7205,-122.127,3930,21887,27,27,0,0,0
564450.0,3,2.5,2710,6174,2.0,0,3,9,2710,98056,47.512,-122.174,2730,7266,17,17,0,0,0
300000.0,2,1.0,1290,2482,2.0,0,3,7,1290,98053,47.6972,-122.025,1290,2482,7,7,0,0,0
539000.0,4,2.5,2340,19850,2.0,0,3,9,2340,98155,47.7672,-122.306,1930,15439,22,22,0,0,0
335000.0,3,2.75,1990,19991,1.0,0,3,7,1340,98072,47.7434,-122.106,1750,9775,37,37,0,1,0
1225000.0,3,2.25,2980,7700,1.0,0,3,9,2530,98112,47.6336,-122.29,3020,8234,51,51,0,1,0
329000.0,2,1.0,940,7700,1.0,0,4,6,940,98133,47.7067,-122.354,1290,7375,98,98,0,0,0
680000.0,3,1.75,1660,5750,1.0,0,4,7,1080,98116,47.5843,-122.385,2060,5560,106,106,0,1,0
426000.0,3,2.5,2210,5750,2.0,0,3,7,1710,98106,47.5525,-122.366,1350,5750,15,101,1,1,0
535100.0,3,2.25,2070,7207,1.0,0,3,8,1720,98177,47.7735,-122.371,2350,7980,41,41,0,1,0
283000.0,4,2.0,2100,8160,1.0,0,3,7,1200,98106,47.5145,-122.365,1140,8160,55,55,0,1,0
224000.0,3,1.5,1560,7300,1.0,0,4,7,1040,98001,47.3427,-122.281,1460,7910,50,50,0,1,0
1060000.0,4,3.5,3850,8100,2.0,0,3,11,2430,98033,47.6855,-122.19,2620,9346,19,19,0,1,1
457500.0,3,1.75,1840,4030,1.0,0,5,7,1050,98108,47.5549,-122.311,1840,5040,89,89,0,1,0
830000.0,5,3.5,3700,5400,2.0,0,3,9,2890,98053,47.7085,-122.117,3620,5460,3,3,0,1,0
480000.0,3,1.75,1600,8400,1.0,0,5,8,1600,98006,47.5479,-122.179,2210,8400,51,51,0,0,0
325000.0,2,1.0,1060,6050,1.0,0,3,7,940,98125,47.7028,-122.321,1540,5279,76,76,0,1,0
484259.0,4,2.75,2790,5000,2.0,0,3,8,2790,98045,47.4831,-121.773,2620,5527,0,0,0,0,0
515000.0,4,2.25,2470,7800,1.0,0,3,8,1470,98052,47.6913,-122.115,2050,8050,39,39,0,1,0
600000.0,2,1.0,1410,4500,1.0,0,3,7,1020,98117,47.6883,-122.384,1300,4500,76,76,0,1,0
207000.0,3,1.0,1080,10200,1.0,0,4,7,1080,98023,47.3215,-122.351,1230,10400,52,52,0,0,0
187000.0,2,1.0,840,11600,1.0,0,3,6,840,98168,47.492,-122.302,1610,9120,62,62,0,0,0
290000.0,3,1.0,1240,9300,1.0,0,3,7,1240,98148,47.4363,-122.333,1250,9300,61,61,0,0,0
585000.0,4,2.5,2840,11044,2.0,0,3,8,2840,98034,47.7134,-122.237,1934,9605,13,13,0,0,0
600000.0,4,2.25,3070,8400,2.0,0,4,8,3070,98034,47.7316,-122.169,1880,8000,44,44,0,0,0
305000.0,4,2.25,1950,7700,1.0,0,3,8,1350,98058,47.4441,-122.125,2150,7350,35,35,0,1,0
293000.0,4,1.0,1130,8308,1.5,0,4,6,1130,98166,47.4669,-122.355,1130,8652,71,71,0,0,0
240000.0,3,2.5,1620,5250,2.0,0,3,8,1620,98003,47.3538,-122.301,1650,5250,27,27,0,0,0
196900.0,3,1.0,1270,7500,1.0,0,3,6,1270,98198,47.4214,-122.316,1250,8000,61,61,0,0,0
2238890.0,5,6.5,7270,130017,2.0,0,3,12,6420,98027,47.5371,-121.982,1800,44890,4,4,0,1,0
350000.0,3,1.5,1430,12199,1.0,0,3,7,1130,98133,47.7352,-122.33,1490,8196,67,67,0,1,0
489950.0,2,1.0,820,4206,1.0,0,3,5,820,98125,47.7076,-122.284,1810,7200,66,66,0,0,0
811000.0,3,3.0,2470,7410,2.0,0,5,8,1860,98117,47.6937,-122.392,2390,7800,37,37,0,1,0
510250.0,3,1.75,1400,4000,1.0,0,3,7,870,98117,47.6913,-122.381,1400,4000,63,63,0,1,0
227500.0,3,1.0,1150,8848,1.0,0,3,7,1150,98042,47.3626,-122.111,1220,9576,47,47,0,0,0
295000.0,2,1.0,800,6500,1.0,0,4,6,800,98133,47.7621,-122.358,1220,7000,61,61,0,0,0
760000.0,4,2.5,2990,5280,2.0,0,3,9,2210,98027,47.5353,-122.066,2990,6299,11,11,0,1,0
3000000.0,4,4.25,4850,12445,2.0,1,5,10,3850,98034,47.7011,-122.244,3350,12210,25,25,0,1,1
1062000.0,4,2.75,2720,4000,1.5,0,5,8,1840,98117,47.6797,-122.359,1600,4000,87,87,0,1,1
559000.0,3,2.5,2010,5200,2.0,0,3,8,2010,98034,47.7142,-122.203,1860,4400,25,25,0,0,0
610000.0,5,2.75,2930,31411,1.0,0,4,9,1520,98006,47.5576,-122.186,3070,12378,39,39,0,1,0
1728000.0,4,3.0,3700,20570,1.0,0,4,10,1850,98004,47.6212,-122.224,3080,17595,38,38,0,1,0
2600000.0,4,4.5,5270,12195,2.0,1,3,11,3400,98027,47.5696,-122.09,3390,9905,35,35,0,1,1
